fraudulent,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,located_in_US,low_required_education,money_in_title,money_in_description,consecutive_punctuation,des_avg_sent_length,has_no_company_profile,has_short_company_profile,has_short_description,has_short_requirements
1,0,84,151,0,0,0,0,0,1.0,0.0,0.0,0,13.714285714285714,1,1,0,0
1,0,33,83,56,0,0,0,0,0.0,0.0,1.0,0,51.0,1,1,0,0
0,97,59,82,27,1,1,1,1,0.0,0.0,0.0,0,14.555555555555555,0,0,0,0
0,0,60,37,0,0,0,0,0,0.0,0.0,0.0,0,20.333333333333332,1,1,0,0
1,0,0,3,3,0,0,0,0,0.0,0.0,0.0,0,25.333333333333332,1,1,1,1
1,0,45,14,53,0,0,0,1,1.0,0.0,0.0,0,9.0,1,1,0,0
0,25,179,0,0,0,0,0,1,0.0,0.0,0.0,0,33.77777777777778,0,0,0,1
0,20,127,0,11,1,1,1,0,0.0,0.0,0.0,0,15.142857142857142,0,0,0,1
1,0,88,0,0,0,0,0,0,0.0,0.0,0.0,0,32.333333333333336,1,1,0,1
1,87,17,11,4,1,1,0,1,0.0,0.0,0.0,0,12.5,0,0,0,0
0,91,114,281,0,1,1,0,0,0.0,0.0,0.0,0,31.666666666666668,0,0,0,0
1,0,137,3,10,0,0,0,0,0.0,0.0,0.0,0,10.11111111111111,1,1,0,1
1,36,45,24,10,1,1,0,1,0.0,0.0,0.0,0,54.57142857142857,0,0,0,0
0,0,134,62,58,0,0,0,1,0.0,0.0,0.0,0,40.0,1,1,0,0
0,26,206,149,54,1,1,1,1,0.0,0.0,0.0,0,17.416666666666668,0,0,0,0
0,124,326,64,55,1,1,1,1,0.0,0.0,0.0,0,15.333333333333334,0,0,0,0
0,98,81,61,44,1,1,0,1,0.0,0.0,1.0,0,18.88235294117647,0,0,0,0
0,0,164,0,0,0,0,0,1,1.0,0.0,0.0,0,12.020833333333334,1,1,0,1
0,0,37,45,0,1,1,0,0,0.0,0.0,0.0,0,45.333333333333336,1,1,0,0
0,15,149,108,51,1,1,0,0,0.0,0.0,0.0,0,20.6,0,0,0,0
1,0,36,40,0,0,0,0,0,0.0,0.0,0.0,0,30.076923076923077,1,1,0,0
0,42,172,0,0,1,1,1,0,0.0,0.0,0.0,0,20.666666666666668,0,0,0,1
0,87,68,26,0,1,1,0,1,0.0,0.0,0.0,0,25.11111111111111,0,0,0,0
0,74,57,156,54,1,1,1,0,0.0,0.0,0.0,0,34.0,0,0,0,0
1,111,95,13,5,1,1,0,0,0.0,0.0,0.0,0,16.428571428571427,0,0,0,0
0,72,141,71,70,1,1,1,1,0.0,0.0,0.0,0,23.0,0,0,0,0
0,71,15,170,7,1,1,1,1,0.0,0.0,0.0,0,15.75,0,0,0,0
0,10,43,16,3,1,1,1,0,0.0,0.0,0.0,0,21.5,0,0,0,0
1,0,115,0,0,0,0,0,0,0.0,0.0,0.0,0,8.8,1,1,0,1
0,72,248,84,23,1,1,1,1,1.0,0.0,0.0,0,12.1,0,0,0,0
0,25,333,125,0,0,0,0,0,0.0,0.0,0.0,0,13.166666666666666,0,0,0,0
0,118,207,128,92,1,1,0,1,0.0,0.0,1.0,0,13.76,0,0,0,0
1,41,145,109,0,1,1,0,1,0.0,0.0,1.0,0,14.0,0,0,0,0
0,49,152,26,17,1,1,0,1,0.0,0.0,0.0,0,18.0,0,0,0,0
1,0,532,27,0,0,0,0,1,0.0,0.0,0.0,0,11.363636363636363,1,1,0,0
0,0,309,122,49,0,0,1,0,0.0,0.0,0.0,0,20.5,1,1,0,0
1,0,44,17,80,0,0,0,1,0.0,0.0,0.0,0,16.428571428571427,1,1,0,0
0,103,72,0,0,1,1,0,1,0.0,0.0,0.0,0,14.875,0,0,0,1
1,0,67,18,0,0,0,0,0,0.0,0.0,0.0,0,14.25,1,1,0,0
0,26,11,0,0,1,1,0,1,0.0,0.0,0.0,0,9.8,0,0,0,1
1,0,124,0,0,0,0,0,1,1.0,0.0,0.0,0,12.647058823529411,1,1,0,1
1,0,192,6,213,1,1,0,1,0.0,0.0,0.0,0,18.75,1,1,0,1
0,106,120,107,38,1,1,1,0,1.0,0.0,0.0,0,17.2,0,0,0,0
1,0,335,0,0,0,0,0,1,0.0,0.0,0.0,0,17.05,1,1,0,1
1,0,347,68,0,0,0,0,0,0.0,0.0,1.0,0,10.842105263157896,1,1,0,0
0,0,25,26,0,0,0,0,0,0.0,0.0,0.0,0,44.666666666666664,1,1,0,0
0,39,128,65,0,1,1,1,1,0.0,0.0,0.0,0,16.6,0,0,0,0
1,0,148,1,27,0,0,0,1,0.0,0.0,0.0,0,16.333333333333332,1,1,0,1
1,70,249,131,81,1,1,1,1,0.0,0.0,0.0,0,27.8,0,0,0,0
0,56,47,3,37,1,1,0,1,0.0,0.0,0.0,0,12.5,0,0,0,1
1,70,249,131,81,1,1,1,0,0.0,0.0,0.0,0,30.25,0,0,0,0
1,75,59,28,31,1,1,0,1,0.0,0.0,0.0,0,13.272727272727273,0,0,0,0
1,75,59,28,31,1,1,0,1,0.0,0.0,0.0,0,22.72222222222222,0,0,0,0
1,0,8,0,0,0,0,0,1,0.0,0.0,0.0,0,7.454545454545454,1,1,1,1
1,0,2,2,2,0,0,0,0,0.0,0.0,0.0,0,19.0,1,1,1,1
1,0,335,0,0,0,0,0,0,0.0,0.0,0.0,0,22.666666666666668,1,1,0,1
0,31,135,48,42,1,1,1,0,0.0,0.0,0.0,0,24.2,0,0,0,0
1,0,42,0,0,0,0,0,1,0.0,0.0,0.0,0,30.166666666666668,1,1,0,1
1,0,231,91,0,0,0,0,0,0.0,0.0,0.0,0,13.75,1,1,0,0
1,71,43,8,10,1,1,0,0,0.0,0.0,0.0,0,13.571428571428571,0,0,0,1
1,0,79,75,80,0,0,0,0,0.0,0.0,0.0,0,15.125,1,1,0,0
1,0,130,200,0,0,0,1,1,0.0,0.0,0.0,0,9.357142857142858,1,1,0,0
0,0,31,25,16,0,0,1,1,0.0,0.0,1.0,0,13.4,1,1,0,0
1,118,46,33,13,1,1,0,0,0.0,0.0,0.0,0,16.75,0,0,0,0
0,94,169,18,49,1,1,0,1,1.0,0.0,0.0,0,14.285714285714286,0,0,0,0
1,0,90,48,0,0,0,0,1,0.0,0.0,0.0,0,23.0,1,1,0,0
0,161,167,260,0,1,1,0,1,0.0,0.0,0.0,0,8.833333333333334,0,0,0,0
1,0,69,45,46,0,0,0,1,0.0,0.0,0.0,0,9.166666666666666,1,1,0,0
1,0,106,21,11,0,0,0,1,0.0,0.0,0.0,0,57.0,1,1,0,0
1,77,30,5,0,1,1,0,0,1.0,0.0,0.0,0,25.0,0,0,0,1
0,66,125,185,16,1,1,0,0,0.0,0.0,0.0,0,52.0,0,0,0,0
1,38,25,216,0,1,1,0,1,0.0,0.0,0.0,0,17.6,0,0,0,0
1,0,287,146,42,0,0,0,0,0.0,0.0,0.0,0,15.833333333333334,1,1,0,0
0,166,111,114,0,1,1,0,0,1.0,0.0,0.0,0,10.2,0,0,0,0
0,111,81,14,5,1,1,1,1,0.0,0.0,0.0,0,18.25,0,0,0,0
0,127,209,71,42,1,1,1,0,0.0,0.0,0.0,0,20.0,0,0,0,0
0,0,80,90,0,0,0,1,0,0.0,0.0,0.0,0,20.5,1,1,0,0
0,0,98,0,0,1,1,0,0,0.0,0.0,0.0,0,10.75,1,1,0,1
1,0,68,17,40,0,0,1,0,0.0,0.0,0.0,0,74.5,1,1,0,0
1,41,307,64,0,1,1,0,0,0.0,0.0,0.0,0,15.3125,0,0,0,0
1,0,171,0,0,0,0,0,0,0.0,0.0,0.0,0,17.571428571428573,1,1,0,1
0,69,242,149,67,1,1,0,1,0.0,0.0,0.0,0,22.5,0,0,0,0
0,0,61,160,71,0,0,1,1,0.0,0.0,0.0,0,10.916666666666666,1,1,0,0
0,10,43,16,3,1,1,1,1,0.0,0.0,0.0,0,18.0,0,0,0,0
1,0,112,0,0,0,0,0,1,1.0,0.0,0.0,0,12.647058823529411,1,1,0,1
0,75,34,34,40,1,1,0,0,0.0,0.0,0.0,0,44.5,0,0,0,0
1,0,28,62,34,0,0,1,1,0.0,0.0,0.0,0,17.181818181818183,1,1,0,0
1,0,123,31,0,0,0,1,0,0.0,0.0,0.0,0,18.125,1,1,0,0
0,50,124,33,0,1,1,1,1,0.0,0.0,0.0,0,28.5,0,0,0,0
1,38,25,216,0,1,1,0,0,0.0,0.0,0.0,0,13.9,0,0,0,0
0,75,67,74,46,1,1,1,1,0.0,0.0,0.0,0,10.571428571428571,0,0,0,0
0,65,102,63,34,1,1,1,1,0.0,0.0,0.0,0,18.5,0,0,0,0
1,0,88,0,0,0,0,0,0,0.0,0.0,0.0,0,15.0,1,1,0,1
0,0,78,0,0,0,0,0,0,0.0,0.0,0.0,0,16.166666666666668,1,1,0,1
1,0,55,18,0,0,0,0,0,0.0,0.0,0.0,0,22.5,1,1,0,0
0,125,81,34,14,1,1,0,1,0.0,0.0,0.0,0,12.714285714285714,0,0,0,0
1,0,68,17,54,0,0,0,0,0.0,0.0,0.0,0,26.428571428571427,1,1,0,0
0,78,146,88,0,1,1,0,0,0.0,0.0,0.0,0,28.666666666666668,0,0,0,0
1,0,185,0,0,0,0,0,0,0.0,0.0,0.0,0,26.833333333333332,1,1,0,1
0,10,39,20,3,1,1,1,0,0.0,0.0,0.0,0,22.0,0,0,0,0
0,78,98,163,18,1,1,1,1,0.0,0.0,0.0,0,11.75,0,0,0,0
0,176,89,238,53,1,1,1,1,0.0,0.0,0.0,0,20.0,0,0,0,0
0,10,43,16,3,1,1,1,0,0.0,0.0,0.0,0,18.153846153846153,0,0,0,0
0,37,71,55,0,1,1,0,0,0.0,0.0,0.0,0,9.928571428571429,0,0,0,0
0,103,98,0,0,1,1,0,1,0.0,0.0,0.0,0,22.75,0,0,0,1
1,0,65,0,0,0,0,0,0,0.0,0.0,0.0,0,9.928571428571429,1,1,0,1
1,157,13,88,36,1,1,1,1,0.0,0.0,0.0,0,18.25,0,0,0,0
1,0,91,0,4,0,0,0,1,0.0,0.0,0.0,0,15.75,1,1,0,1
0,105,174,95,0,1,1,0,1,0.0,0.0,0.0,0,17.5,0,0,0,0
1,0,45,14,53,0,0,0,1,0.0,0.0,0.0,0,19.375,1,1,0,0
1,41,56,9,4,1,1,1,1,0.0,0.0,1.0,0,18.666666666666668,0,0,0,1
1,157,22,446,105,1,1,1,1,0.0,0.0,1.0,0,17.76923076923077,0,0,0,0
0,53,107,18,37,1,1,0,0,0.0,0.0,0.0,0,24.5,0,0,0,0
0,79,162,128,127,1,1,0,1,1.0,0.0,1.0,0,8.666666666666666,0,0,0,0
1,81,80,151,0,1,1,0,1,0.0,0.0,0.0,0,12.0,0,0,0,0
0,109,67,107,58,1,1,1,1,0.0,0.0,0.0,0,12.5,0,0,0,0
0,78,164,93,0,1,1,0,1,0.0,0.0,0.0,0,13.4,0,0,0,0
1,71,43,8,10,1,1,0,0,0.0,0.0,0.0,0,29.666666666666668,0,0,0,1
0,86,308,75,0,1,1,1,1,0.0,0.0,0.0,0,18.75,0,0,0,0
1,0,45,14,53,0,0,0,1,0.0,0.0,0.0,0,18.2,1,1,0,0
0,78,193,85,0,1,1,0,1,0.0,0.0,1.0,0,11.857142857142858,0,0,0,0
0,37,52,47,0,1,1,0,1,0.0,0.0,0.0,0,10.0,0,0,0,0
0,50,198,98,0,1,1,0,1,0.0,0.0,0.0,0,15.75,0,0,0,0
0,20,135,61,6,1,1,1,1,0.0,0.0,0.0,0,16.8,0,0,0,0
0,0,158,96,50,1,1,0,1,0.0,0.0,0.0,0,12.375,1,1,0,0
0,82,143,45,147,1,1,0,0,0.0,0.0,0.0,0,10.043478260869565,0,0,0,0
0,83,125,59,29,1,1,0,0,0.0,0.0,0.0,0,26.75,0,0,0,0
0,97,96,86,42,1,1,0,1,0.0,0.0,0.0,0,21.1,0,0,0,0
0,86,308,75,0,1,1,1,0,0.0,0.0,0.0,0,14.588235294117647,0,0,0,0
1,0,52,19,34,0,0,0,1,0.0,0.0,1.0,0,10.869565217391305,1,1,0,0
0,112,234,59,17,1,1,0,1,0.0,0.0,0.0,0,13.5,0,0,0,0
0,141,198,306,52,1,1,0,0,0.0,0.0,0.0,0,14.1,0,0,0,0
1,111,34,99,119,1,1,1,0,0.0,0.0,0.0,0,29.0,0,0,0,0
1,0,50,0,0,0,0,0,1,0.0,0.0,0.0,0,21.285714285714285,1,1,0,1
1,0,335,0,0,0,0,0,0,0.0,0.0,0.0,0,17.4,1,1,0,1
0,26,247,132,53,1,1,1,0,0.0,0.0,1.0,0,22.0,0,0,0,0
0,0,239,100,6,0,0,0,1,0.0,0.0,1.0,0,19.5,1,1,0,0
1,132,80,44,24,0,0,0,0,0.0,0.0,0.0,0,10.666666666666666,0,0,0,0
0,155,180,33,0,1,1,0,1,0.0,0.0,0.0,0,9.0,0,0,0,0
1,47,67,54,14,1,1,1,1,0.0,0.0,0.0,0,10.384615384615385,0,0,0,0
1,0,112,0,0,0,0,0,0,0.0,0.0,0.0,0,13.75,1,1,0,1
1,36,45,24,10,1,1,0,1,1.0,0.0,0.0,0,13.8,0,0,0,0
0,78,169,63,0,1,1,0,0,0.0,0.0,0.0,0,17.333333333333332,0,0,0,0
0,0,224,84,0,0,0,0,1,0.0,0.0,0.0,0,36.666666666666664,1,1,0,0
1,0,43,20,26,0,0,0,1,0.0,0.0,0.0,0,13.214285714285714,1,1,0,0
1,0,25,0,0,0,0,0,1,0.0,0.0,0.0,0,12.32,1,1,0,1
1,63,111,54,259,1,1,1,1,0.0,0.0,0.0,0,11.916666666666666,0,0,0,0
0,63,157,97,18,1,1,0,0,0.0,0.0,0.0,0,16.846153846153847,0,0,0,0
0,94,161,66,64,1,1,1,1,0.0,0.0,0.0,0,20.0,0,0,0,0
0,128,67,76,33,1,1,1,1,0.0,0.0,0.0,0,11.45,0,0,0,0
0,72,226,75,0,1,1,1,1,0.0,0.0,0.0,0,17.75,0,0,0,0
1,0,73,52,21,0,0,0,0,0.0,0.0,0.0,0,12.5,1,1,0,0
0,51,234,48,25,1,1,1,0,0.0,0.0,0.0,0,55.0,0,0,0,0
1,0,41,35,27,0,0,0,1,0.0,0.0,0.0,0,18.0,1,1,0,0
0,25,106,0,0,0,0,0,0,0.0,0.0,0.0,0,17.833333333333332,0,0,0,1
1,0,81,0,0,0,0,0,1,1.0,0.0,1.0,0,14.833333333333334,1,1,0,1
0,269,158,132,31,1,1,1,1,0.0,0.0,0.0,0,23.0,0,0,0,0
0,84,387,0,0,1,1,0,1,0.0,0.0,0.0,0,11.727272727272727,0,0,0,1
1,125,127,68,0,1,1,1,0,0.0,0.0,0.0,0,31.5,0,0,0,0
0,117,126,85,0,1,1,1,1,1.0,0.0,0.0,0,24.5,0,0,0,0
0,86,106,37,0,1,1,0,1,0.0,0.0,0.0,0,21.733333333333334,0,0,0,0
1,0,66,44,19,0,0,0,0,0.0,0.0,0.0,0,19.666666666666668,1,1,0,0
0,10,36,20,3,1,1,1,1,0.0,0.0,0.0,0,13.75,0,0,0,0
0,0,102,289,0,0,0,0,0,0.0,0.0,0.0,0,12.133333333333333,1,1,0,0
1,0,40,48,20,0,0,0,1,0.0,0.0,0.0,0,18.11111111111111,1,1,0,0
1,0,43,6,9,0,0,0,0,0.0,0.0,0.0,0,12.538461538461538,1,1,0,1
0,10,43,16,3,1,1,1,1,0.0,0.0,0.0,0,58.25,0,0,0,0
1,64,510,369,0,1,1,1,1,0.0,0.0,0.0,0,13.125,0,0,0,0
1,0,360,19,0,0,0,0,0,0.0,0.0,0.0,0,19.142857142857142,1,1,0,0
0,127,218,38,31,1,1,1,0,0.0,0.0,0.0,0,20.0,0,0,0,0
1,125,300,39,0,1,1,1,1,0.0,0.0,0.0,0,12.727272727272727,0,0,0,0
1,0,258,112,61,0,0,0,0,0.0,0.0,0.0,0,17.636363636363637,1,1,0,0
1,0,335,0,0,0,0,0,0,0.0,0.0,0.0,0,15.2,1,1,0,1
1,0,124,285,0,0,0,1,1,0.0,0.0,1.0,0,27.818181818181817,1,1,0,0
0,25,43,24,33,1,1,0,0,0.0,0.0,0.0,0,11.714285714285714,0,0,0,0
0,0,353,0,0,0,0,0,0,0.0,0.0,0.0,0,18.727272727272727,1,1,0,1
1,0,98,41,35,0,0,0,1,0.0,0.0,0.0,0,11.285714285714286,1,1,0,0
0,0,227,66,45,1,1,0,0,0.0,0.0,0.0,0,23.545454545454547,1,1,0,0
0,183,153,43,22,1,1,1,0,0.0,0.0,1.0,0,26.0,0,0,0,0
0,61,109,376,30,1,1,0,0,0.0,0.0,0.0,0,28.357142857142858,0,0,0,0
1,63,111,54,259,1,1,1,0,0.0,0.0,0.0,0,30.0,0,0,0,0
1,75,59,28,31,1,1,0,0,0.0,0.0,0.0,0,11.666666666666666,0,0,0,0
0,0,32,19,10,0,0,0,1,1.0,0.0,0.0,0,10.5,1,1,0,0
0,25,109,0,0,0,0,0,1,0.0,0.0,0.0,0,8.870967741935484,0,0,0,1
0,170,19,85,0,0,0,1,0,0.0,0.0,0.0,0,8.818181818181818,0,0,0,0
0,123,453,32,28,1,1,0,1,0.0,0.0,0.0,0,21.0,0,0,0,0
0,117,120,30,0,1,1,1,0,0.0,0.0,0.0,0,33.5,0,0,0,0
0,59,202,87,5,1,1,1,1,1.0,0.0,0.0,0,13.666666666666666,0,0,0,0
0,255,19,773,5,1,1,0,0,0.0,0.0,0.0,0,22.666666666666668,0,0,0,0
1,63,98,68,200,1,1,1,1,0.0,0.0,0.0,0,19.25,0,0,0,0
1,77,30,5,0,1,1,0,1,0.0,0.0,0.0,0,18.2,0,0,0,1
1,0,215,22,25,0,0,1,1,0.0,0.0,0.0,0,14.454545454545455,1,1,0,0
1,0,146,0,0,0,0,0,1,0.0,0.0,0.0,0,15.0,1,1,0,1
0,57,163,115,53,1,1,1,0,0.0,0.0,0.0,0,12.0,0,0,0,0
1,0,454,80,22,0,0,0,1,0.0,0.0,0.0,0,10.56,1,1,0,0
1,0,40,48,20,0,0,0,1,0.0,0.0,1.0,0,21.5,1,1,0,0
0,78,227,148,0,1,1,0,1,0.0,0.0,0.0,0,16.4,0,0,0,0
0,124,155,47,71,1,1,0,1,1.0,0.0,0.0,0,28.333333333333332,0,0,0,0
0,64,153,0,0,1,1,0,1,0.0,0.0,0.0,0,34.75,0,0,0,1
1,39,183,0,0,1,1,0,1,1.0,0.0,0.0,0,12.125,0,0,0,1
0,86,308,83,0,1,1,1,0,0.0,0.0,0.0,0,10.9,0,0,0,0
1,39,261,78,0,1,1,0,0,0.0,0.0,1.0,0,15.333333333333334,0,0,0,0
1,0,36,54,58,0,0,0,0,0.0,0.0,0.0,0,14.833333333333334,1,1,0,0
1,0,460,110,73,0,0,1,1,0.0,0.0,0.0,0,19.428571428571427,1,1,0,0
0,125,57,67,0,1,1,0,1,0.0,0.0,0.0,0,24.2,0,0,0,0
0,86,162,85,26,1,1,1,0,0.0,0.0,0.0,0,22.25,0,0,0,0
0,25,105,14,28,0,0,0,1,0.0,0.0,1.0,0,21.5,0,0,0,0
0,155,130,43,17,1,1,0,0,0.0,0.0,0.0,0,10.857142857142858,0,0,0,0
0,10,43,16,3,1,1,1,1,0.0,0.0,0.0,0,25.5,0,0,0,0
1,0,329,154,0,0,0,0,1,0.0,0.0,0.0,0,7.666666666666667,1,1,0,0
1,0,126,143,0,0,0,1,0,0.0,0.0,0.0,0,18.714285714285715,1,1,0,0
1,0,30,83,0,0,0,0,0,0.0,0.0,0.0,0,20.75,1,1,0,0
0,15,52,72,85,1,1,1,1,0.0,0.0,0.0,0,26.5,0,0,0,0
1,0,112,6,0,0,0,0,0,0.0,0.0,0.0,0,9.75,1,1,0,1
1,111,95,13,5,1,1,0,1,0.0,0.0,0.0,0,54.0,0,0,0,0
1,0,98,57,1,0,0,0,0,0.0,0.0,0.0,0,14.785714285714286,1,1,0,0
0,40,89,100,43,1,1,1,0,0.0,0.0,0.0,0,18.0,0,0,0,0
0,20,97,0,27,1,1,1,0,0.0,0.0,0.0,0,7.5,0,0,0,1
1,157,42,437,8,1,1,0,0,0.0,0.0,0.0,0,10.363636363636363,0,0,0,0
0,73,241,177,91,1,1,0,1,0.0,0.0,0.0,0,15.0,0,0,0,0
0,130,45,148,0,1,1,0,1,0.0,0.0,0.0,0,12.428571428571429,0,0,0,0
1,0,58,3,3,0,0,0,0,0.0,0.0,0.0,0,13.2,1,1,0,1
0,38,192,76,36,1,1,1,1,0.0,0.0,0.0,0,34.0,0,0,0,0
0,81,124,96,21,1,1,1,1,0.0,0.0,0.0,0,12.466666666666667,0,0,0,0
1,0,335,0,0,0,0,0,1,0.0,0.0,0.0,0,18.666666666666668,1,1,0,1
1,0,76,32,24,0,0,0,1,0.0,0.0,0.0,0,12.5,1,1,0,0
0,143,98,89,94,1,1,1,0,0.0,0.0,0.0,0,10.4,0,0,0,0
0,51,121,130,45,1,1,0,0,0.0,0.0,1.0,0,17.181818181818183,0,0,0,0
0,130,219,38,0,1,1,0,1,0.0,0.0,0.0,0,17.0,0,0,0,0
0,0,56,19,21,0,0,0,1,0.0,0.0,0.0,0,14.909090909090908,1,1,0,0
1,0,88,0,0,0,0,0,0,0.0,0.0,0.0,0,11.842105263157896,1,1,0,1
0,10,43,16,3,1,1,1,1,0.0,0.0,0.0,0,6.8,0,0,0,0
0,58,87,70,24,1,1,1,1,0.0,0.0,0.0,0,9.696969696969697,0,0,0,0
1,84,70,72,25,1,1,1,1,0.0,0.0,1.0,0,21.5,0,0,0,0
1,0,36,54,58,0,0,0,1,0.0,0.0,0.0,0,29.6,1,1,0,0
1,0,19,0,0,0,0,0,1,0.0,0.0,0.0,0,12.875,1,1,0,1
0,0,102,155,49,1,1,0,1,0.0,0.0,0.0,0,39.0,1,1,0,0
0,0,155,86,93,1,1,0,1,0.0,0.0,0.0,0,14.0,1,1,0,0
1,0,287,0,0,0,0,0,1,0.0,0.0,0.0,0,22.25,1,1,0,1
0,125,101,66,0,1,1,1,1,0.0,0.0,0.0,0,15.375,0,0,0,0
1,0,92,0,0,0,0,0,0,0.0,0.0,0.0,0,20.5,1,1,0,1
1,36,392,64,0,1,1,1,0,0.0,0.0,0.0,0,49.0,0,0,0,0
1,89,159,59,15,1,1,0,1,0.0,0.0,0.0,0,12.26086956521739,0,0,0,0
1,0,58,81,2,0,0,0,1,0.0,0.0,0.0,0,27.555555555555557,1,1,0,0
0,71,107,157,27,1,1,1,1,0.0,0.0,0.0,0,13.4,0,0,0,0
0,40,74,92,71,1,1,1,1,0.0,0.0,0.0,0,12.2,0,0,0,0
1,0,310,164,0,0,0,0,0,0.0,0.0,0.0,0,18.75,1,1,0,0
1,0,63,3,3,0,0,0,1,0.0,0.0,0.0,0,21.625,1,1,0,1
1,0,141,38,0,0,0,1,1,0.0,0.0,0.0,0,15.75,1,1,0,0
1,125,141,98,162,1,1,1,1,0.0,0.0,0.0,0,17.9,0,0,0,0
1,0,49,4,6,0,0,0,1,0.0,0.0,0.0,0,9.333333333333334,1,1,0,1
0,267,355,23,76,1,1,0,0,0.0,0.0,0.0,0,16.083333333333332,0,0,0,0
0,120,150,33,79,1,1,1,0,0.0,0.0,0.0,0,17.0,0,0,0,0
0,0,134,15,12,0,0,1,0,0.0,0.0,0.0,0,20.0,1,1,0,0
0,26,189,229,52,1,1,0,1,0.0,0.0,0.0,0,14.25,0,0,0,0
1,0,33,83,56,0,0,0,0,0.0,0.0,0.0,0,16.166666666666668,1,1,0,0
1,0,347,68,0,0,0,0,0,0.0,0.0,0.0,0,15.625,1,1,0,0
0,56,131,102,5,1,1,1,1,0.0,0.0,0.0,0,39.666666666666664,0,0,0,0
0,25,84,0,0,0,0,0,1,0.0,0.0,0.0,0,16.181818181818183,0,0,0,1
1,0,54,0,0,0,0,0,0,0.0,0.0,0.0,0,9.9,1,1,0,1
0,0,35,103,10,0,0,1,1,0.0,0.0,0.0,0,16.2,1,1,0,0
1,0,77,322,0,0,0,0,0,0.0,0.0,0.0,0,16.428571428571427,1,1,0,0
0,114,146,85,0,1,1,0,1,0.0,0.0,0.0,0,7.454545454545454,0,0,0,0
1,0,41,0,0,0,0,0,1,0.0,0.0,1.0,0,19.5,1,1,0,1
1,0,31,40,2,0,0,1,1,0.0,0.0,0.0,0,17.5,1,1,0,0
1,64,53,102,123,1,1,1,0,0.0,0.0,0.0,0,17.5,0,0,0,0
0,39,117,43,0,1,1,1,0,0.0,0.0,0.0,0,19.266666666666666,0,0,0,0
1,0,304,0,0,0,0,0,0,0.0,0.0,0.0,0,15.5,1,1,0,1
0,80,59,51,24,1,1,1,0,0.0,0.0,0.0,0,13.9,0,0,0,0
1,0,130,28,0,0,0,0,0,0.0,0.0,0.0,0,14.333333333333334,1,1,0,0
0,0,122,0,0,1,1,0,0,0.0,0.0,0.0,0,27.0,1,1,0,1
1,0,67,18,0,0,0,0,1,0.0,0.0,0.0,0,18.75,1,1,0,0
1,146,300,141,124,1,1,1,1,1.0,0.0,0.0,0,19.428571428571427,0,0,0,0
1,0,92,91,51,0,0,0,1,0.0,0.0,0.0,0,42.375,1,1,0,0
1,0,68,17,40,0,0,0,1,0.0,0.0,0.0,0,24.5,1,1,0,0
0,82,313,92,12,1,1,0,1,0.0,0.0,0.0,0,16.428571428571427,0,0,0,0
1,0,68,17,54,0,0,0,1,0.0,0.0,0.0,0,12.5,1,1,0,0
1,0,222,0,0,0,0,0,0,0.0,0.0,0.0,0,17.333333333333332,1,1,0,1
0,50,130,56,27,1,1,1,0,0.0,0.0,0.0,0,18.9,0,0,0,0
0,0,162,69,70,0,0,1,1,0.0,0.0,0.0,0,15.666666666666666,1,1,0,0
1,0,67,18,0,0,0,0,0,0.0,0.0,0.0,0,17.214285714285715,1,1,0,0
1,59,319,0,0,1,1,0,1,0.0,0.0,0.0,0,12.714285714285714,0,0,0,1
0,0,80,30,3,0,0,0,1,0.0,0.0,0.0,0,14.75,1,1,0,0
1,0,67,18,0,0,0,0,0,0.0,0.0,0.0,0,37.0,1,1,0,0
1,84,88,50,3,1,1,1,0,0.0,0.0,0.0,0,15.1,0,0,0,0
0,149,82,31,17,1,1,1,0,0.0,0.0,0.0,0,17.6,0,0,0,0
1,71,43,8,10,1,1,0,1,0.0,0.0,0.0,0,17.5,0,0,0,1
1,0,81,0,0,0,0,0,0,0.0,0.0,0.0,0,13.625,1,1,0,1
0,130,52,185,0,1,1,0,1,0.0,0.0,0.0,0,11.333333333333334,0,0,0,0
0,0,58,31,6,0,0,0,1,0.0,0.0,0.0,0,13.0,1,1,0,0
0,155,241,295,39,1,1,0,1,0.0,0.0,0.0,0,8.5,0,0,0,0
0,125,35,34,14,1,1,0,1,1.0,0.0,0.0,0,11.714285714285714,0,0,0,0
0,15,84,55,120,1,1,1,0,0.0,0.0,0.0,0,14.2,0,0,0,0
0,150,155,273,43,1,1,1,0,0.0,0.0,0.0,0,15.25,0,0,0,0
0,78,106,96,0,1,1,0,0,0.0,0.0,0.0,0,27.0,0,0,0,0
1,125,226,0,0,1,1,0,1,0.0,0.0,0.0,0,16.0,0,0,0,1
1,0,182,91,55,0,0,0,1,1.0,0.0,0.0,0,22.142857142857142,1,1,0,0
0,0,74,0,0,0,0,0,0,0.0,0.0,0.0,0,21.333333333333332,1,1,0,1
1,0,49,124,20,0,0,0,1,0.0,0.0,0.0,0,17.5,1,1,0,0
1,0,75,6,9,0,0,0,1,0.0,0.0,0.0,0,17.5,1,1,0,1
1,0,73,0,0,0,0,0,0,0.0,0.0,0.0,0,5.083333333333333,1,1,0,1
1,0,206,0,0,0,0,0,1,0.0,0.0,0.0,0,32.0,1,1,0,1
0,67,88,207,40,1,1,0,1,0.0,0.0,0.0,0,9.454545454545455,0,0,0,0
